text_en,text_ja
"hardware, software, and firmware used to perform a software engineering effort",ソフトウェアエンジニアリング作業を実行するために使用されるハードウェア、ソフトウェア、およびファームウェア
"hardware, software, data, humans, processes (e.g. processes for providing service to users), procedures (e.g., operator instructions), facilities, materials, and naturally occurring entities (e.g., water, organisms, minerals), or any combination",ハードウェア、ソフトウェア、データ、人間、プロセス（ユーザーにサービスを提供するプロセスなど）、手順（オペレーターの指示など）、設備、材料、自然に存在するもの（水、生物、鉱物など）、またはそれらの組み合わせ
"hardware, software, platform and tools for designers and developers of computer solutions",コンピュータ ソリューションの設計者および開発者向けのハードウェア、ソフトウェア、プラットフォームおよびツール
"hardware, software, tools, applications, documentation, information, processes, or supporting services",ハードウェア、ソフトウェア、ツール、アプリケーション、ドキュメント、情報、プロセス、またはサポート サービス
having a prescribed duration limit for a project task,プロジェクトタスクに所定の期間制限がある
having components whose origin can be determined,起源を特定できるコンポーネントを含む
"having more than one boot mode, to allow running two different operating systems on the same computer",複数のブート モードを備え、同じコンピュータ上で 2 つの異なるオペレーティング システムを実行できるようにする
having only one boot mode to start a computer,コンピュータを起動するブート モードが 1 つだけである
"having the combination of knowledge, formal and informal skills, training, experience, and behavioral attributes required to perform a task or role",任務や役割を遂行するために必要な知識、公式および非公式のスキル、トレーニング、経験、行動特性の組み合わせを持っていること
helpful hint or other information that assists the user by emphasizing or supplementing important points of the main text,本文の重要な点を強調または補足することでユーザーを支援する役立つヒントまたはその他の情報
helps the decision maker determine whether it is justifiable to invest in activities that would reduce uncertainties,意思決定者が不確実性を軽減する活動に投資することが正当かどうかを判断するのに役立ちます。
"heuristic evaluation, cognitive walkthrough, standards inspection, pluralistic walkthrough, consistency inspection",ヒューリスティック評価、コグニティブウォークスルー、標準検査、多元的ウォークスルー、一貫性検査
"hierarchical arrangement of functions, their internal and external (external to the aggregation itself) functional interfaces and external physical interfaces, their respective functional and performance requirements, and their design constraints",機能の階層的配置、その内部および外部 (アグリゲーション自体の外部) の機能インターフェイスと外部物理インターフェイス、それぞれの機能要件とパフォーマンス要件、および設計制約
"hierarchical breakdown of quality factors, quality subfactors, and metrics for a software system",ソフトウェア システムの品質要素、品質サブ要素、およびメトリクスの階層的内訳
High Definition TV,ハイビジョンテレビ
high-integrity bus system for networking intelligent devices within a system,システム内のインテリジェント デバイスをネットワーク化するための高信頼性バス システム
High-level design typically involves organizing a system into subprograms and specifying the interfaces between them.,一般に、高レベルの設計では、システムをサブプログラムに編成し、それらの間のインターフェイスを指定します。
high-level language,高級言語
high-level net graph that contains parameters in its definition,定義にパラメータを含む高レベルのネット グラフ
high-level objective of performing the process and the likely outcomes of effective implementation of the proces,プロセスを実行するための高レベルの目的と、プロセスを効果的に実行することで予想される結果
High-level Petri Net,高度なペトリネット
High-level Petri Net Graph,高レベルのペトリネットグラフ
High-level Petri Net Schema,高レベルのペトリネットスキーマ
high-level programming language used to develop courseware for computer-assisted instruction,コンピュータ支援指導用のコースウェアを開発するために使用される高級プログラミング言語
high-order language,高次言語
"high-speed mode, low power mod",高速モード、低電力モード
higher-level quality attribut,より高いレベルの品質属性
"histogram, ordered by frequency of occurrence, that shows how many results were generated by each identified cause",発生頻度順に並べられたヒストグラム。特定された原因ごとに生成された結果の数を示します。
holistic approach to quality improvement in all life-cycle phase,ライフサイクルの全段階における品質向上への総合的なアプローチ
"Horizontal microinstructions are relatively long, often 64 bits or more, and are called 'horizontal' because the set of simultaneous operations that they specify are written on a single line, rather than being listed sequentially down the page.",水平マイクロ命令は比較的長く、多くの場合 64 ビット以上で、指定する一連の同時操作がページの下に順番にリストされるのではなく、単一行に記述されるため、「水平」と呼ばれます。
hour of effort expended by a member of the staff,スタッフが費やした時間
"hour of effort expended by a member of the staff who does not directly define or create the software product, but acts to assist those who do",ソフトウェア製品を直接定義または作成しないが、ソフトウェア製品を定義または作成するスタッフを支援するために費やすスタッフの時間
HTML reference designator,HTML参照指定子
human action that produces an incorrect result,誤った結果を生み出す人間の行為
human computer interface,ヒューマンコンピュータインターフェース
human effort that is not directly associated with the units being produced,生産される単位に直接関係しない人間の努力
Human resources are included as part of efficiency.,効率化には人的リソースも含まれます。
human systems integration,人間のシステム統合
human-machine interfac,ヒューマンマシンインターフェース
HyperText Markup Language,ハイパーテキストマークアップ言語
HyperText Transfer Protocol,ハイパーテキスト転送プロトコル
"i.e., a count to determine the scope of an addition, a change, or a deletion of functional specifications. Both the change in the application function point count and the project function point count can be the subject of this count.",つまり、機能仕様の追加、変更、削除の範囲を決定するためのカウントです。アプリケーション機能ポイント数の変更とプロジェクト機能ポイント数の両方がこのカウントの対象となる可能性があります。
"i.e., a definition of the meta-object definitions used to describe information in model",つまり、モデル内の情報を記述するために使用されるメタオブジェクト定義の定義
"i.e., the functionality already provided to the user or that is still to be provided. With it, the effort required to support the realized application can also be determined.",つまり、ユーザーにすでに提供されている機能、または今後提供される機能です。これにより、実現されたアプリケーションをサポートするために必要な労力も決定できます。
I/O device that generates an interrupt after producing some input or generating some output,何らかの入力を生成した後、または何らかの出力を生成した後に割り込みを生成する I/O デバイス
IBD development effort aimed at the delivery of some product or service through the application of a methodology,IBD 方法論の適用を通じて何らかの製品またはサービスの提供を目的とした開発作業
ICOM code that maps a tunneled boundary arrow to an arrow attached to some ancestral box,トンネルされた境界矢印を祖先のボックスに接続された矢印にマッピングする ICOM コード
ICOM code that maps an untunneled boundary arrow in a child diagram to an arrow attached to the parent box that is detailed by that diagram,子ダイアグラム内のトンネルされていない境界矢印を、そのダイアグラムで詳しく説明されている親ボックスにアタッチされた矢印にマップする ICOM コード
"identical behavior of two objects, such that one object can replace the other with respect to a set of criteria without the environment being able to notice the difference in the objects' behavior on the basis of the set of criteria",2 つのオブジェクトの同一の動作。環境が一連の基準に基づいてオブジェクトの動作の違いに気づくことなく、一方のオブジェクトが一連の基準に関して他方のオブジェクトを置き換えることができます。
identifiable association between an object and a value,オブジェクトと値の間の識別可能な関連性
identifiable entity that denotes the indivisible primitive of service provision that can be requested,要求できるサービス提供の分割不可能な基本要素を示す識別可能なエンティティ
identifiable entity with an associated predicate (a single-argument mathematical function with a Boolean result) defined over entitie,エンティティに対して定義された関連付けられた述語 (ブール結果を含む単一引数の数学関数) を持つ識別可能なエンティティ
identifiable part of a software product,ソフトウェア製品の識別可能な部分
"identification and descriptions of the software product, software life-cycle data, archive and release data, and instructions for building the executable object code",ソフトウェア製品の識別と説明、ソフトウェアのライフサイクル データ、アーカイブおよびリリース データ、および実行可能オブジェクト コードの構築手順
"identification and documentation of project roles, responsibilities and reporting relationships, as well as estimation of required staff by time period and creation of a staffing management plan",プロジェクトの役割、責任、報告関係の特定と文書化、および期間ごとの必要なスタッフの見積もりと人員配置管理計画の作成
identification and documentation of the derivation path (upward) and allocation/ flow-down path (downward) of requirements in the requirements hierarchy,要件階層における要件の派生パス (上向き) と要件の割り当て/フローダウン パス (下向き) の特定と文書化
"identification of a sequence of steps involving activities, constraints, and resources that are performed for a given purpose",特定の目的のために実行されるアクティビティ、制約、およびリソースを含む一連のステップの識別
identification of all system and software products that a change request affects and development of an estimate of the resources needed to accomplish the change,変更要求が影響するすべてのシステムおよびソフトウェア製品の特定と、変更を達成するために必要なリソースの見積もりの​​作成
identification or control information placed at the beginning of a file or message,ファイルまたはメッセージの先頭に置かれる識別情報または制御情報
Identification or control information placed at the end of a file or message,ファイルまたはメッセージの末尾に配置される識別情報または制御情報
"identification, estimation, allocation, and monitoring of the means used to develop a product or perform a service",製品の開発またはサービスの実行に使用される手段の特定、推定、割り当て、および監視
"identification, for each instance of a life cycle process, of the success criteria, artefact-specific activities and tasks needed to achieve the process outcomes, and the competencies needed to perform these tasks, based on the characteristics and requirements of the target system element",ライフサイクルプロセスの各インスタンスについて、ターゲットシステム要素の特性と要件に基づいて、成功基準、プロセスの結果を達成するために必要なアーティファクト固有のアクティビティとタスク、およびこれらのタスクを実行するために必要なコンピテンシーを特定する
"identification, usually alphanumeric, of a particular product that allows it to be tracked for inventory and software entitlement purposes",在庫およびソフトウェアの権利付与の目的で追跡できるようにする、特定の製品の識別 (通常は英数字)
identified condition or set of conditions within the subject software that is associated with certain of the possible actions of the subject software,対象ソフトウェアの特定の可能な動作に関連する、対象ソフトウェア内で特定された状態または一連の状態
identified instance of a configuration item,構成アイテムの識別されたインスタンス
identified instance of an item,特定されたアイテムのインスタンス
identified part of an organization that deploys one or more processes that operate within a coherent set of business goals and which forms the basis for the scope of an assessment,一貫した一連のビジネス目標内で運用される 1 つ以上のプロセスを展開し、評価の範囲の基礎を形成する、組織の特定された部分
identified set of software characteristics to be measured under specified conditions by comparing actual behavior with the required behavior,実際の動作と必要な動作を比較することによって、指定された条件下で測定される特定のソフトウェア特性のセット
identified set of software features to be measured under specified conditions by comparing actual behavior with the required behavior,実際の動作と必要な動作を比較することによって、指定された条件下で測定される特定のソフトウェア機能のセット
"identified usability defect, usability problem, or positive usability-related attribute",特定されたユーザビリティの欠陥、ユーザビリティの問題、または肯定的なユーザビリティ関連の属性
identifier for a particular grouping of data,データの特定のグループの識別子
identifier that refers to a numeric or string value that does not change during program execution,プログラムの実行中に変更されない数値または文字列値を参照する識別子
"identifier, in the context of an engineering interface reference management domain, for an engineering object interface that is available for distributed binding",分散バインディングに使用できるエンジニアリング オブジェクト インターフェイスの、エンジニアリング インターフェイス参照管理ドメインのコンテキストにおける識別子
"identifier, in the naming context of a capsule, used by a basic engineering object to select one of the bindings in which it is involved, for the purpose of interaction",カプセルの命名コンテキストにおける識別子。相互作用の目的で、基本的なエンジニアリング オブジェクトが関与するバインディングの 1 つを選択するために使用されます。
Identity is intrinsic to the instance and independent of the instance's property values or the classes to which the instance belongs.,ID はインスタンスに固有のものであり、インスタンスのプロパティ値やインスタンスが属するクラスには依存しません。
"identity of phenomena existing over some period of time at the interface between two units, caused by one unit and affecting the other unit",2 つのユニット間の境界面で一定期間にわたって存在し、一方のユニットによって引き起こされ、他方のユニットに影響を与える現象の正体
IEEE 802 Ethernet uses a serial bus.,IEEE 802 イーサネットはシリアル バスを使用します。
"If a class is declared to require at least one instance of a related state class, it would be invalid to allow an instance that does not have such a relationship.",クラスが関連する状態クラスのインスタンスを少なくとも 1 つ必要とするように宣言されている場合、そのような関係を持たないインスタンスを許可することは無効になります。
"If a computer has only one accumulator, an instruction that refers to the accumulator needs no address information describing it.",コンピュータにアキュムレータが 1 つしかない場合、アキュムレータを参照する命令にはそれを記述するアドレス情報は必要ありません。
"if a transition is enabled in a mode, it can occur in that mode.",あるモードで遷移が有効になっている場合、そのモードで遷移が発生する可能性があります。
"If Alternative A costs $10 000 and Alternative B costs $12 000, the incremental investment between A and B is $2000.","代替案 A のコストが 10,000 ドル、代替案 B のコストが 12,000 ドルの場合、A と B の間の増分投資は 2,000 ドルとなります。"
"If Alternative A generates $10,000 and Alternative B generates $12,000, the incremental benefit between A and B is $2 000.","代替案 A が 10,000 ドルを生成し、代替案 B が 12,000 ドルを生成した場合、A と B の間の増分利益は 2,000 ドルになります。"
"if an instance is in a class S and not in any subclass of S, then S is the lowclass for the instance",インスタンスがクラス S に属し、S のサブクラスに属さない場合、S はインスタンスの下位クラスになります。
"If an organization needs to know the size of its software portfolio, then the Scope of the FSM will include all the functional user requirements currently utilized. However, if a project manager is seeking to determine the size of a particular release of software, then the scope will include only those functional user requirements impacted by the project.",組織がソフトウェア ポートフォリオの規模を知る必要がある場合、FSM の範囲には、現在使用されているすべての機能ユーザー要件が含まれます。ただし、プロジェクト マネージャーがソフトウェアの特定のリリースのサイズを決定しようとしている場合、範囲には、プロジェクトによって影響を受ける機能ユーザー要件のみが含まれます。
if and only if,もし、そしてその場合に限り
"IF the data arrives faster than expected, THEN reject every third input ELSE process all data received ENDIF.",データが予想よりも早く到着した場合、THEN 3 番目ごとの入力を拒否し、ELSE 受信したすべてのデータを処理します。ENDIF。
"If the incremental benefit of a second alternative over the first is more than the incremental investment between them, the second alternative is a better investment than the first.",最初の選択肢に対する 2 番目の選択肢の増分利益が、それらの間の増分投資よりも大きい場合、2 番目の選択肢は最初の選択肢よりも優れた投資となります。
"If the normal state of the fuse means logic ""1"", the breaking state is ""0.""",ヒューズの正常な状態が論理「1」を意味する場合、切断状態は「0」になります。
"If the specified address requires no modification, it is also the effective address.",指定されたアドレスを変更する必要がない場合、それが有効なアドレスでもあります。
"If the specified instruction requires no modification, it is also the effective instruction.",指定された命令が変更を必要としない場合、それも有効な命令となります。
"If there are no more logical records to be processed, the end-of-input condition becomes tru",処理する論理レコードがもうない場合、入力終了条件は true になります。
if-then-else construct in which processing is specified for both outcomes of the branch,分岐の両方の結果に対する処理が指定されている if-then-else 構造
"if-then-else construct in which processing is specified for only one outcome of the branch, the other outcom resulting in skipping this processing",if-then-else 構造では、分岐の 1 つの結果に対してのみ処理が指定され、もう一方の結果はこの処理をスキップします。
"if-then-else, ca",if-then-else、ca
"IF, THEN, WHILE",もし、そのとき、その間
illegal use or copying of software products,ソフトウェア製品の違法な使用またはコピー
illustration that shows the actual appearance of physical objects,物理的なオブジェクトの実際の外観を示す図
image format,画像フォーマット
"imitation of a user, with regard to the tasks he submits and his time behavior, realized by a technical system",ユーザーが提出するタスクや時間的行動に関して、技術システムによって実現される、ユーザーの模倣
immediate environment in which a function (or set of functions in a diagram) operates,関数 (または図内の一連の関数) が動作する直接の環境
imperfection or deficiency in a work product where that work product does not meet its requirements or specifications and needs to be either repaired or replaced,作業成果物がその要件や仕様を満たしておらず、修理または交換が必要な作業成果物の欠陥または欠陥
Implementation can include providing mechanisms for the product or system to analyze its own faults and provide reports before or after a failure or other event.,実装には、製品またはシステムがそれ自体の障害を分析し、障害やその他のイベントの前後にレポートを提供するためのメカニズムを提供することが含まれる場合があります。
Implementation Conformance Statement,実装適合性宣言
Implementation Extra Information for Testing,実装のテストに関する追加情報
implementation of an algorithm in the software with which the end user or the software can perform part or all of a work task,エンドユーザーまたはソフトウェアが作業タスクの一部またはすべてを実行できるソフトウェアへのアルゴリズムの実装。
implementation of an operation,作戦の実施
"implementation of appropriate administrative, technical, or physical means to guard against unauthorized intentional or accidental disclosure, modification, or destruction of data",データの不正な意図的または偶発的な開示、変更、または破壊を防ぐための適切な管理的、技術的、または物理的手段の導入
implementation of the component home interface specified by a composition definition,構成定義によって指定されたコンポーネント ホーム インターフェイスの実装
implemented process that is managed and tailored from the organization's set of standard processes according to the organization's tailoring guidelines,組織の調整ガイドラインに従って、組織の一連の標準プロセスから管理および調整される実装プロセス
"implicit cost associated with investing money in a certain activity, so that it is no longer available for investing elsewhere",特定の活動への資金の投資に関連する暗黙のコスト。そのため、その資金は他の活動に投資できなくなります。
implicit or explicit relationship between a latent variable and its (multi-item) measures,潜在変数とその（複数項目）測定値の間の暗黙的または明示的な関係
Implicitly defined by a component definition in IDL (interface definition language),IDL (インターフェース定義言語) のコンポーネント定義によって暗黙的に定義されます。
importance assigned to a given interrupt request,特定の割り込み要求に割り当てられた重要性
improvement in reliability that results from correction of faults,故障の修正による信頼性の向上
"in a computer network, a computer that provides processing capabilities to users of the network",コンピュータ ネットワークにおいて、ネットワークのユーザーに処理機能を提供するコンピュータ
"in a computer, a functional unit that interprets and executes instructions",コンピュータにおいて、命令を解釈して実行する機能単位
"in a data processing system, the functions that provide access to data, perform or monitor the storage of data, and control input-output operations",データ処理システムにおいて、データへのアクセスを提供し、データの保存を実行または監視し、入出力操作を制御する機能
"in a decision analysis, the alternative of not investing in any of the proposed alternatives",意思決定分析において、提案された代替案のいずれにも投資しないという代替案
"in a diagram, a point, circle, or other geometric figure used to represent a state, event, or other item of interest",状態、イベント、またはその他の関心のある項目を表すために使用される図、点、円、またはその他の幾何学的図形
In a generalization taxonomy every instance is fully described by one or more of the classes in the taxonomy. The structuring of classes as a generalization taxonomy determines the inheritance of responsibilities among classes.,一般化分類では、すべてのインスタンスは分類内の 1 つ以上のクラスによって完全に記述されます。一般化分類法としてのクラスの構造化により、クラス間の責任の継承が決まります。
"in a given activity, an action that has no predecessor",特定のアクティビティ内で、先行するものがないアクション
"in a hierarchical structure, the next lower level that is associated with a given element",階層構造において、特定の要素に関連付けられた 1 つ下のレベル
"In a life cycle context, the set of activities ensuring and gaining confidence that a system is able to accomplish its intended use, goals and objectives",ライフサイクルのコンテキストにおいて、システムが意図された用途、目標、目的を達成できることを保証し、確信を得る一連のアクティビティ
"in a menu-driven system, a feature that permits advanced users to perform functions in a command-driven mod without selecting options from the menus",メニュー駆動システムにおいて、上級ユーザーがメニューからオプションを選択せず​​にコマンド駆動 MOD の機能を実行できる機能。
"in a microprogrammed computer, the computer memory in which microprograms reside",マイクロプログラムされたコンピュータにおいて、マイクロプログラムが常駐するコンピュータメモリ
"in a programming language, a meaningful expression that defines data, specifies program actions, or directs the assembler or compiler",プログラミング言語において、データを定義したり、プログラムのアクションを指定したり、アセンブラやコンパイラに指示したりする意味のある式
"in a range of estimates, the region that is impossible under any circumstances to achieve",さまざまな推定の範囲内で、いかなる状況下でも達成することは不可能な領域
"in a relationship, the condition when the same data object plays both (binary or many (n-ary)) roles",関係において、同じデータ オブジェクトが両方の役割 (二項または多数 (n 項)) を果たすときの状態
"in a reuse library, the characteristics of an asset that make it easy to use in different contexts, software systems, or in building different assets",再利用ライブラリでは、さまざまなコンテキスト、ソフトウェア システム、またはさまざまな資産の構築で使いやすくする資産の特性
"in a source program, an explicit representation of the value of an item",ソース プログラムにおける、項目の値の明示的な表現
"in a two-level implementation of microprogramming, a secondary control store in which nanoinstructions resid",マイクロプログラミングの 2 レベルの実装で、ナノ命令が存在する二次制御ストア
"in a two-level implementation of microprogramming, an instruction that specifies one or more of the basic operations needed to carry out a microinstruction",マイクロプログラミングの 2 レベルの実装において、マイクロ命令を実行するために必要な 1 つまたは複数の基本操作を指定する命令
"in a virtual storage system, a fixed-length segment of data or of a computer program that has a virtual address and is transferred as a unit between main and auxiliary storage",仮想ストレージ システムにおいて、仮想アドレスを持ち、主記憶装置と補助記憶装置の間で単位として転送されるデータまたはコンピュータ プログラムの固定長セグメント
"in a virtual storage system, the address assigned to an auxiliary storage location to allow that location to be accessed as though it were part of main storage",仮想ストレージ・システムにおいて、あたかも主記憶域の一部であるかのように補助記憶域にアクセスできるようにするために、補助記憶域に割り当てられるアドレス。
"In addition, other properties such as authenticity, accountability, non-repudiation and reliability can also be involved.",さらに、信頼性、説明責任、否認防止、信頼性などの他の特性も関係する可能性があります。
"In an Ada PDL, a design unit is represented by an Ada compilation unit.",Ada PDL では、デザイン ユニットは Ada コンパイル ユニットによって表されます。
"In an enhancement project, functionality can be added to, changed in, or deleted from an existing application. An enhancement project can also develop and deliver corrective and perfective maintenance, but these do not contribute to the enhancement project functional size.",拡張プロジェクトでは、既存のアプリケーションに機能を追加、変更、または削除できます。拡張プロジェクトでは、修正および完全なメンテナンスを開発および提供することもできますが、これらは拡張プロジェクトの機能サイズには影響しません。
"in an IDEF0 model, a condition or set of conditions required for a function to produce correct output",IDEF0 モデルにおいて、関数が正しい出力を生成するために必要な条件または一連の条件
"in an IDEF0 model, that which is produced by a function",IDEF0 モデルでは、関数によって生成されるもの
"in an IDEF0 model, that which is transformed by a function into output",IDEF0 モデルでは、関数によって出力に変換されるもの
"in an IDEF0 model, the means used by a function to transform input into output",IDEF0 モデルにおいて、入力を出力に変換するために関数によって使用される手段
"in an information processing system, all the data and their characteristics, including interdependencies",情報処理システム内のすべてのデータとその特性 (相互依存関係を含む)
"in an information processing system, the functions of controlling the acquisition, analysis, retention, retrieval, and distribution of information",情報処理システムにおいて、情報の取得、分析、保存、検索、配布などを制御する機能。
"in analytic hierarchy process (AHP), a function that measures how consistently the decision analyst assigned the values to the pair-wise comparison",分析階層プロセス (AHP) において、意思決定アナリストが一対比較にどの程度一貫して値を割り当てたかを測定する関数
"in computer mathematics, the action specified by an operator on one or more operands",コンピューター数学において、1 つまたは複数のオペランドに対して演算子によって指定されるアクション
"in computer performance engineering, the period of time during which a system or component is operational, in service, and in use",コンピュータ パフォーマンス エンジニアリングにおいて、システムまたはコンポーネントが動作、サービス、および使用されている期間
"in computer performance evaluation, a ratio representing the amount of time a system or component is busy divided by the time it is available",コンピュータのパフォーマンス評価において、システムまたはコンポーネントがビジー状態にある時間を、それが使用可能な時間で割ったものを表す比率。
"in computer performance evaluation, a representation of a system depicting the relationships between workloads and performance measures in the system",コンピュータのパフォーマンス評価において、システム内のワークロードとパフォーマンス測定の関係を表すシステムの表現。
"in computer programming, any item that can be named or denoted in a program",コンピュータープログラミングにおいて、プログラム内で名前を付けたり表示したりできるあらゆる項目
"in computer resource management, a synonym for memory compaction (1)",コンピュータ リソース管理において、メモリ圧縮と同義語 (1)
"in computer system operations, the return to normal operation after a hardware or software failure",コンピュータ システムの動作において、ハードウェアまたはソフトウェアの障害後に通常の動作に戻ること
"in configuration management, a notice of revision",構成管理における改訂のお知らせ
"in configuration management, a proposed engineering change and the documentation by which the change is described and suggested",構成管理では、提案されたエンジニアリング変更と、その変更を説明および提案するための文書
"in configuration management, an alteration in the configuration of a configuration item or other designated item after formal establishment of its configuration identification",構成管理において、構成識別が正式に確立された後の、構成アイテムまたはその他の指定されたアイテムの構成の変更。
"in configuration management, an independent examination of the configuration status to compare with the physical configuration2. detailed review of processes, product definition information, documented verification of compliance with requirements, and an inspection of products to confirm that products have achieved their required attributes or conform to released product configuration definition information",構成管理において、物理構成と比較するための構成ステータスの独立した検査。2プロセスの詳細なレビュー、製品定義情報、要件への準拠の文書化された検証、および製品が必要な特性を達成していること、またはリリースされた製品構成定義情報に準拠していることを確認するための製品の検査
"in configuration management, an item within a configuration item that, because of special engineering or logistic considerations, requires an approved specification to establish technical or inventory control at the component level",構成管理において、特殊なエンジニアリングまたは物流上の考慮事項により、コンポーネント レベルで技術的または在庫管理を確立するために承認された仕様を必要とする構成アイテム内のアイテム。
"in configuration management, that configuration comprising the physical and functional characteristics of an item as an entity, but not including any characteristics of the elements making up the item",構成管理において、その構成は、エンティティとしての品目の物理的および機能的特性を含むが、品目を構成する要素の特性は含まない
"in configuration management, the administrative and technical procedures and documentation necessary to identify functional and physical characteristics between and within configuration items provided by different developers, and to resolve problems concerning the specified interfaces",構成管理において、さまざまな開発者が提供する構成アイテム間および構成アイテム内の機能的および物理的特性を特定し、指定されたインターフェイスに関する問題を解決するために必要な管理的および技術的手順と文書。
"in configuration management, the application of technical and administrative direction to designate the documents and changes to those documents that formally identify and establish baselines at specific times during the life cycle of a configuration item",構成管理において、構成アイテムのライフサイクルの特定の時点でベースラインを正式に特定して確立する文書とその文書への変更を指定するための技術的および管理的指示の適用。
"in configuration management, the current approved specifications governing the development of configuration items that are part of a higher-level configuration ite",構成管理において、上位レベルの構成アイテムの一部である構成アイテムの開発を管理する、現在承認されている仕様。
"in configuration management, the current approved technical documentation for a configuration item",構成管理では、構成アイテムについて現在承認されている技術文書
"in configuration management, the functional and physical characteristics of hardware or software as set forth in technical documentation or achieved in a product",構成管理において、技術文書に記載されている、または製品で実現されているハードウェアまたはソフトウェアの機能的および物理的特性。
"in configuration management, the process of identifying all functional and physical characteristics relevant to the interfacing of two or more configuration items provided by one or more organizations and ensuring that proposed changes to these characteristics are evaluated and approved prior to implementation",構成管理において、1 つ以上の組織が提供する 2 つ以上の構成アイテムのインターフェースに関連するすべての機能的および物理的特性を特定し、これらの特性に対する提案された変更が実装前に評価および承認されるようにするプロセス。
"in configuration management, the software and associated technical documentation that define the evolving configuration of a computer software configuration item during development",構成管理において、開発中にコンピューター ソフトウェア構成アイテムの進化する構成を定義するソフトウェアおよび関連技術文書
"in data processing, the predetermined course of events that occur during the execution of all or part of a program",データ処理において、プログラムの全体または一部の実行中に発生するあらかじめ決められた一連のイベント
"in decision making under uncertainty, a method which gives each decision a value which is a weighted sum of its worst and best possible outcomes",不確実性の下での意思決定において、各決定に、考えられる最悪の結果と最良の結果の加重合計である値を与える方法
"in decision making under uncertainty, assuming that the best state of nature will happen, selection of the alternative that has the best payoff from all of the best payoffs",不確実性の下での意思決定において、最良の自然状態が起こると仮定し、すべての最良の利益の中から最良の利益をもたらす代替案を選択すること
"in decision making under uncertainty, assuming that the worst state of nature will happen, selection of the alternative that has the best payoff from all of the worst payoffs",不確実性の下での意思決定において、最悪の自然状態が起こることを想定し、最悪の見返りの中から最も見返りが大きい選択肢を選択すること
"in decision making under uncertainty, selection of the alternative that minimizes the regret that one would have, if one chose the wrong alternative under each state of nature; that is, the alternative that has the smallest maximum regret",不確実性の下での意思決定において、それぞれの自然状態の下で間違った選択肢を選択した場合に生じるであろう後悔を最小限に抑える選択肢の選択。つまり、最大の後悔が最小となる代替案です。
"in decision-tree analysis, the difference between the expected value of the decision tree and the value of the decision tree if all random outcomes were known in advance",決定木分析において、決定木の期待値と、すべてのランダムな結果が事前にわかっていた場合の決定木の値との差。
"in decisions under uncertainty, a table relating the desirability of a set of alternatives to a set of future states",不確実性の下での意思決定において、一連の将来の状態に対する一連の選択肢の望ましさを関係付ける表
"in decreasing order of resolution, CPU execution time, elapsed time (i.e., wall clock time), or calendar time",解像度、CPU 実行時間、経過時間 (実時間)、​​またはカレンダー時間の降順で表示されます。
"in engineering, the monitoring of system output to compare with expected output and taking corrective action when the actual output does not match the expected output",エンジニアリングにおいて、システム出力を監視して期待される出力と比較し、実際の出力が期待される出力と一致しない場合に修正措置を講じること
"In entitlement management, a consolidation tag can be used to facilitate subsequent creation of children tags with entitlement quantities which do not match the original granted entitlements",エンタイトルメント管理では、統合タグを使用して、元の付与されたエンタイトルメントと一致しないエンタイトルメント数量を持つ子タグを後で作成することを容易にすることができます。
"in fault tolerance, a version of a program resulting from the application of software diversity",フォールト トレランスにおいて、ソフトウェアの多様性を適用した結果として生じるプログラムのバージョン
"in fault tolerance, realization of the same function by different means",耐障害性において、同じ機能を異なる手段で実現すること
"in fault tolerance, realization of the same function with identical means",耐障害性において、同じ機能を同じ手段で実現すること
